Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Parkwoods,43.7532586,-79.3296565,Allwyn's Bakery,43.75984035203157,-79.32471879917513,Caribbean Restaurant
Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
Parkwoods,43.7532586,-79.3296565,Tim Hortons,43.76066827030228,-79.32636763515987,Café
Parkwoods,43.7532586,-79.3296565,A&W,43.760643076161315,-79.3268649067081,Fast Food Restaurant
Parkwoods,43.7532586,-79.3296565,Bruno's valu-mart,43.746143,-79.32463,Grocery Store
Parkwoods,43.7532586,-79.3296565,High Street Fish & Chips,43.74525988387223,-79.3249491573105,Fish & Chips Shop
Parkwoods,43.7532586,-79.3296565,Food Basics,43.76054899113784,-79.32604520023006,Supermarket
Parkwoods,43.7532586,-79.3296565,Shoppers Drug Mart,43.745315,-79.3258,Pharmacy
Parkwoods,43.7532586,-79.3296565,Shoppers Drug Mart,43.76085733239677,-79.32496051573521,Pharmacy
Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
Parkwoods,43.7532586,-79.3296565,Pizza Pizza,43.76023098701761,-79.32566642761229,Pizza Place
Parkwoods,43.7532586,-79.3296565,DVP at York Mills,43.758898765048286,-79.3340989154166,Road
Parkwoods,43.7532586,-79.3296565,TTC Stop #09083,43.75965484896959,-79.33222296778834,Bus Stop
Parkwoods,43.7532586,-79.3296565,TTC Stop 9083,43.7592505419922,-79.33399989273362,Bus Stop
Parkwoods,43.7532586,-79.3296565,Sandover Park,43.76027747979718,-79.33330535888672,Park
Parkwoods,43.7532586,-79.3296565,TTC Stop #9075,43.75759633714484,-79.33815479278564,Train Station
Parkwoods,43.7532586,-79.3296565,Dollarama,43.760341,-79.325519,Discount Store
Parkwoods,43.7532586,-79.3296565,Parkwoods Coin Laundry,43.76038596280906,-79.32489395141602,Laundry Service
Parkwoods,43.7532586,-79.3296565,Spicy Chicken House,43.76063939666398,-79.32567060771729,Chinese Restaurant
Parkwoods,43.7532586,-79.3296565,La Notre,43.76070416249771,-79.32539551954271,Coffee Shop
Parkwoods,43.7532586,-79.3296565,Underhill Mini Mart Convenience,43.74583602808115,-79.32483508046442,Convenience Store
Parkwoods,43.7532586,-79.3296565,Parkwoods Village Centre,43.760735,-79.324873,Shopping Mall
Parkwoods,43.7532586,-79.3296565,Family Food Fair Convenience,43.760619989690674,-79.32445934492416,Convenience Store
Parkwoods,43.7532586,-79.3296565,Broadlands Skating Rink,43.74668925352585,-79.3226776047074,Skating Rink
Parkwoods,43.7532586,-79.3296565,Parkway Valley Tennis Club,43.754481101445634,-79.31828498840332,Tennis Court
Parkwoods,43.7532586,-79.3296565,Broadlands Park,43.74674606903112,-79.32250154263845,Park
Parkwoods,43.7532586,-79.3296565,Nail Princess,43.74538936918936,-79.32561559014736,Cosmetics Shop
Parkwoods,43.7532586,-79.3296565,Donwood Variety,43.745500799115305,-79.32492236598165,Shop & Service
Parkwoods,43.7532586,-79.3296565,Donwood Plaza,43.7453692118077,-79.3254347372363,Shopping Mall
Victoria Village,43.725882299999995,-79.31557159999998,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
Victoria Village,43.725882299999995,-79.31557159999998,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
Victoria Village,43.725882299999995,-79.31557159999998,Portugril,43.72581876267242,-79.31278541470671,Portuguese Restaurant
Victoria Village,43.725882299999995,-79.31557159999998,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,Intersection
Victoria Village,43.725882299999995,-79.31557159999998,Tim Hortons,43.7270816,-79.327143,Coffee Shop
Victoria Village,43.725882299999995,-79.31557159999998,JJ Bean,43.720229,-79.313561,Café
Victoria Village,43.725882299999995,-79.31557159999998,Wigmore Park,43.731023438497964,-79.3107706628902,Park
Victoria Village,43.725882299999995,-79.31557159999998,Fitness Depot,43.719732920431674,-79.31401716097572,Sporting Goods Shop
Victoria Village,43.725882299999995,-79.31557159999998,east don trail,43.72530445686373,-79.32562109190583,Park
Victoria Village,43.725882299999995,-79.31557159999998,Marcheleos Marketplace,43.727623,-79.326415,Grocery Store
Victoria Village,43.725882299999995,-79.31557159999998,Freeman Formal Wear,43.71755636140195,-79.3134339002133,Men's Store
Victoria Village,43.725882299999995,-79.31557159999998,Lobby Lounge Don Valley Hotel,43.724711270849134,-79.32763675125214,Lounge
Victoria Village,43.725882299999995,-79.31557159999998,Flemingdon Park Golf Course,43.72230988036648,-79.32668919449756,Golf Course
Victoria Village,43.725882299999995,-79.31557159999998,Tridel Accolade Gym,43.72440273385244,-79.32778875944257,Gym / Fitness Center
Regent Park / Harbourfront,43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
Regent Park / Harbourfront,43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
Regent Park / Harbourfront,43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
Regent Park / Harbourfront,43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
Regent Park / Harbourfront,43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
Regent Park / Harbourfront,43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
Regent Park / Harbourfront,43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Souk Tabule,43.65375556880743,-79.35439006096168,Mediterranean Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
Regent Park / Harbourfront,43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
Regent Park / Harbourfront,43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
Regent Park / Harbourfront,43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
Regent Park / Harbourfront,43.6542599,-79.3606359,Mangia and Bevi Resto-Bar,43.652249517927686,-79.36635530500347,Italian Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Balzac's Coffee,43.649797141476185,-79.35914199644303,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
Regent Park / Harbourfront,43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
Regent Park / Harbourfront,43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
Regent Park / Harbourfront,43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
Regent Park / Harbourfront,43.6542599,-79.3606359,Spotify,43.64991916262922,-79.35886149447444,Tech Startup
Regent Park / Harbourfront,43.6542599,-79.3606359,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
Regent Park / Harbourfront,43.6542599,-79.3606359,LCBO,43.65098233828489,-79.36536081685296,Liquor Store
Regent Park / Harbourfront,43.6542599,-79.3606359,El Catrin,43.650600737116996,-79.35892024942333,Mexican Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Cocina Economica,43.65495889022676,-79.3656572507398,Mexican Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
Regent Park / Harbourfront,43.6542599,-79.3606359,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
Regent Park / Harbourfront,43.6542599,-79.3606359,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Starbucks,43.651225,-79.367983,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
Regent Park / Harbourfront,43.6542599,-79.3606359,Berkeley Street Theatre,43.65051724574011,-79.36417258802608,Theater
Regent Park / Harbourfront,43.6542599,-79.3606359,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
Regent Park / Harbourfront,43.6542599,-79.3606359,The Black Canary Espresso Bar,43.651868733003134,-79.36850642387674,Café
Regent Park / Harbourfront,43.6542599,-79.3606359,Fusaro's,43.65334679826618,-79.36951731755141,Italian Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter
Regent Park / Harbourfront,43.6542599,-79.3606359,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
Regent Park / Harbourfront,43.6542599,-79.3606359,Merchants of Green Coffee,43.659916,-79.353963,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,John Fluevog Shoes,43.64989585773889,-79.3594359503061,Shoe Store
Regent Park / Harbourfront,43.6542599,-79.3606359,Izumi,43.6499697935016,-79.36015326451906,Asian Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Greg's Ice Cream,43.65010164153305,-79.3604404498866,Ice Cream Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,FAMO Sandwiches,43.654064,-79.369515,Sandwich Place
Regent Park / Harbourfront,43.6542599,-79.3606359,Dark Horse Espresso Bar,43.65849807585409,-79.35235639621163,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
Regent Park / Harbourfront,43.6542599,-79.3606359,EQ3,43.65129553904327,-79.36825667378011,Furniture / Home Store
Regent Park / Harbourfront,43.6542599,-79.3606359,Cluck Clucks,43.64964842651325,-79.3664078057654,Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,The Abnormal Beauty Company,43.649892147380996,-79.3610051085219,Cosmetics Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,The George Street Diner,43.65297,-79.371467,Diner
Regent Park / Harbourfront,43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
Regent Park / Harbourfront,43.6542599,-79.3606359,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,White Lily Diner,43.65867460038718,-79.35107379221633,Diner
Regent Park / Harbourfront,43.6542599,-79.3606359,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
Regent Park / Harbourfront,43.6542599,-79.3606359,Berkeley Bistro,43.64995993956305,-79.36388845370516,Gastropub
Regent Park / Harbourfront,43.6542599,-79.3606359,Quad East,43.65868140211272,-79.35127335463245,Gym / Fitness Center
Regent Park / Harbourfront,43.6542599,-79.3606359,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store
Regent Park / Harbourfront,43.6542599,-79.3606359,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
Regent Park / Harbourfront,43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
Regent Park / Harbourfront,43.6542599,-79.3606359,Le Petit Déjeuner,43.650822486200305,-79.37043860004992,Breakfast Spot
Regent Park / Harbourfront,43.6542599,-79.3606359,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
Regent Park / Harbourfront,43.6542599,-79.3606359,Bellisimo Pizzeria & Ristorante,43.648748,-79.368684,Pizza Place
Regent Park / Harbourfront,43.6542599,-79.3606359,St Lawrence Community Centre Pool,43.64955698056156,-79.36506251486433,Gym Pool
Regent Park / Harbourfront,43.6542599,-79.3606359,Young People's Theatre,43.64979311983223,-79.36888127403039,Theater
Regent Park / Harbourfront,43.6542599,-79.3606359,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Betty's,43.65158716627337,-79.36751495404803,Bar
Regent Park / Harbourfront,43.6542599,-79.3606359,Urban Dog,43.649492642357984,-79.36161660622251,Pet Store
Regent Park / Harbourfront,43.6542599,-79.3606359,OIP Dance Centre,43.6529118239704,-79.37175766194797,Dance Studio
Regent Park / Harbourfront,43.6542599,-79.3606359,Lower Don Recreational Trail,43.64841358107559,-79.35471644168172,Athletics & Sports
Regent Park / Harbourfront,43.6542599,-79.3606359,The Cannonball,43.65829890360228,-79.35239704706817,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
Regent Park / Harbourfront,43.6542599,-79.3606359,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery
Regent Park / Harbourfront,43.6542599,-79.3606359,Ardo,43.6512011278776,-79.36835027595798,Italian Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Sukhothai,43.653700903664294,-79.3544465359079,Thai Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Ontario Restaurant,43.65888321199789,-79.36836906142996,Diner
Regent Park / Harbourfront,43.6542599,-79.3606359,True True Diner,43.65059045161207,-79.37146736526827,Diner
Regent Park / Harbourfront,43.6542599,-79.3606359,Prohibition Gastrohouse,43.65881348516176,-79.35032270812795,Gastropub
Regent Park / Harbourfront,43.6542599,-79.3606359,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
Regent Park / Harbourfront,43.6542599,-79.3606359,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
Regent Park / Harbourfront,43.6542599,-79.3606359,Pet Cuisine,43.64997022077983,-79.36992359146845,Pet Store
Regent Park / Harbourfront,43.6542599,-79.3606359,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Regent Park,43.660382523982804,-79.36181011844143,Park
Regent Park / Harbourfront,43.6542599,-79.3606359,Museum Of Illusions,43.650219,-79.369451,Museum
Regent Park / Harbourfront,43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
Regent Park / Harbourfront,43.6542599,-79.3606359,Moss Park Arena,43.65488712314853,-79.36977129447679,Skating Rink
Regent Park / Harbourfront,43.6542599,-79.3606359,cafe 260,43.653183236880515,-79.37011452592975,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,The Keating Channel Pub & Grill,43.64770891874664,-79.35336913940688,Pub
Regent Park / Harbourfront,43.6542599,-79.3606359,Sushi Bar,43.65879825022111,-79.35008516753265,Sushi Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
Regent Park / Harbourfront,43.6542599,-79.3606359,King's Place647-352-0786,43.658278219451866,-79.37092509166455,Pakistani Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Shoppers Drug Mart,43.660204,-79.361332,Pharmacy
Regent Park / Harbourfront,43.6542599,-79.3606359,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
Regent Park / Harbourfront,43.6542599,-79.3606359,Wendy’s,43.660403362711776,-79.36062902212149,Fast Food Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Roots,43.71821373389962,-79.46389305304558,Boutique
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Vietnamese Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,Furniture / Home Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,BATLgrounds,43.72405414025907,-79.46339833125026,Athletics & Sports
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Mary Brown's Famous Chicken,43.71830860417442,-79.45570632677568,Fried Chicken Joint
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Yuki Japanese Restaurant,43.72060971477955,-79.45611946822187,Sushi Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Krystos,43.71851626753137,-79.45585522412502,Greek Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Caffè Demetre,43.72017931839126,-79.45621855808365,Dessert Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Harvey's,43.71533697302975,-79.45539587874885,Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,The Burger's Priest,43.7207893797841,-79.45676631978057,Fast Food Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Marche Istanbul,43.71912892212775,-79.45763083788877,Grocery Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Swiss Chalet,43.71722432853837,-79.45622274434868,Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Popeyes Louisiana Kitchen,43.72247710118178,-79.45647214024791,Fried Chicken Joint
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Playtime Bowl,43.717426948485006,-79.4581475917178,Bowling Alley
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Tora Aburi Sushi,43.724257,-79.455383,Sushi Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Parker Pet Care,43.723332783602714,-79.47434073234855,Pet Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Dollarama,43.720728,-79.457467,Discount Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Red Lobster,43.718952,-79.456245,Seafood Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,TD Canada Trust,43.71664740474467,-79.4563113060031,Bank
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,Clothing Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Tim Hortons,43.7194274,-79.4679949,Coffee Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,Accessories Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Burger King,43.714209646677354,-79.45639595389366,Fast Food Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Columbus Centre,43.71301211931972,-79.45648703397256,Gym
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Sugar & Spice,43.720714875348285,-79.45666046363836,Dessert Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Tim Hortons,43.722954436247576,-79.45606470108032,Coffee Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Viet House,43.71832569840717,-79.45737310259787,Vietnamese Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Rinx Real Entertainment Centre,43.71784220022086,-79.46223069665501,Event Space
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Shoeless Joe's,43.718625360000004,-79.45599258,Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Party City,43.71941805471303,-79.459316806156,Miscellaneous Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Suzy Shier,43.718846,-79.465906,Clothing Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Sirens,43.718744,-79.463914,Clothing Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Bluenotes,43.718846,-79.465906,Clothing Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Tim Hortons,43.71715541275592,-79.45657432079315,Coffee Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Frameworth sports marketing,43.718431101584265,-79.46851256833587,Gift Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Subway,43.71646929743055,-79.4548979060329,Sandwich Place
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Grande Cheese,43.720145524565304,-79.4579511008545,Cheese Shop
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Le Château,43.71926903,-79.460276,Clothing Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Si Vous Play Sports,43.72148036234913,-79.46752487479537,Shoe Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Seoul House,43.71990210821056,-79.4578317328269,Korean Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Wendy’s,43.71299143087544,-79.46135383914225,Fast Food Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Staples,43.716930535423025,-79.45647239685053,Paper / Office Supplies Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Factory Direct,43.719639949831425,-79.45726168185622,Flea Market
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Caledonia Park,43.712582990081195,-79.46521655298696,Park
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Toronto TAPS,43.712714081081764,-79.46195029095392,Furniture / Home Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,toronto sport and social club,43.7251108951086,-79.46576589709854,Gym / Fitness Center
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Fisherman's Fish & Chips,43.72126351236251,-79.45591565829834,Seafood Restaurant
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Kaboom Fireworks,43.72540936482432,-79.46627678417163,Fireworks Store
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Kidnetix Indoor Playground,43.72639960230629,-79.46154135631815,Playground
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Popeye's Supplements,43.724880851894774,-79.45681667216823,Supplement Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Queen's Park,43.66394609897775,-79.39217952520835,Park
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Neo Coffee Bar,43.66014,-79.38587,Coffee Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Bar Volo,43.66546184849369,-79.38569158315659,Beer Bar
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Starbucks,43.65945605353152,-79.39041123272168,Coffee Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Como En Casa,43.66516,-79.384796,Mexican Restaurant
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,T-Swirl Crepe,43.663452,-79.384125,Creperie
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Wickson Social,43.66590450775969,-79.38571974166427,Gastropub
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Curry's Art Store Ltd.,43.66283810530193,-79.38373201352064,Arts & Crafts Store
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Sansotei Ramen 三草亭,43.666734794517005,-79.3853530009483,Ramen Restaurant
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,College Park Area,43.659453,-79.383785,Park
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Coach House Restaurant,43.66499059853204,-79.38481415727767,Diner
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Royal Ontario Museum,43.668367065616046,-79.3948129405877,Museum
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Indigo,43.66906505288213,-79.38905744719285,Bookstore
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Kekou Gelato House,43.65609938127313,-79.39271479734887,Ice Cream Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Koerner Hall,43.667983280307865,-79.3959619437764,Concert Hall
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,ROM Museum Store,43.66851433563614,-79.39487921364,Gift Shop
Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Toronto Hemp Company,43.668419429320515,-79.38584843598086,Smoke Shop
